MP_K,Normalized SMILES,RANDOM,IL,Normalized SMILES1
305.0,CCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,136,136,CCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
294.0,CCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,137,137,CCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
370.0,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],138,138,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-]
268.0,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],139,139,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-]
307.0,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,140,140,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
290.0,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,141,141,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.0,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,142,142,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F
333.0,CCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,143,143,CCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
345.0,CCCCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,144,144,CCCCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
322.0,CCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,145,145,CCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
292.0,CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],146,146,CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-]
327.0,CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],147,147,CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-]
311.0,CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,148,148,CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
307.0,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,149,149,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.0,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,150,150,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F
346.0,CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,151,151,CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
328.0,CCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,152,152,CCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
315.0,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],153,153,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-]
313.0,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],154,154,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-]
319.0,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,155,155,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
315.0,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,156,156,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
331.0,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,157,157,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F
348.0,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,158,158,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
326.0,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],159,159,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-]
340.0,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,160,160,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
318.0,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,161,161,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
339.0,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,162,162,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F
353.0,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,163,163,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
333.0,CCCCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],164,164,CCCCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-]
290.0,COC[n+]1ccn(C)c1.[Cl-],165,165,COC[n+]1ccn(C)c1.[Cl-]
290.0,COC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,166,166,COC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F
252.0,COC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,167,167,COC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F
414.0,C[n+]1ccn(C(F)(F)C(F)F)c1.[I-],168,168,C[n+]1ccn(C(F)(F)C(F)F)c1.[I-]
337.0,C[n+]1ccn(C(F)(F)C(F)F)c1.F[B-](F)(F)F,169,169,C[n+]1ccn(C(F)(F)C(F)F)c1.F[B-](F)(F)F
315.0,C[n+]1ccn(C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,170,170,C[n+]1ccn(C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
364.0,CC[n+]1ccn(C(F)(F)C(F)F)c1.[I-],171,171,CC[n+]1ccn(C(F)(F)C(F)F)c1.[I-]
298.0,CC[n+]1ccn(C(F)(F)C(F)F)c1.F[B-](F)(F)F,172,172,CC[n+]1ccn(C(F)(F)C(F)F)c1.F[B-](F)(F)F
289.0,CC[n+]1ccn(C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,173,173,CC[n+]1ccn(C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
351.0,CCC[n+]1ccn(C(F)(F)C(F)F)c1.[I-],174,174,CCC[n+]1ccn(C(F)(F)C(F)F)c1.[I-]
347.0,CCCC[n+]1ccn(C(F)(F)C(F)F)c1.[I-],175,175,CCCC[n+]1ccn(C(F)(F)C(F)F)c1.[I-]
318.0,CCOC(=O)C(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,176,176,CCOC(=O)C(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
346.0,CCOC(=O)C(C)[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,177,177,CCOC(=O)C(C)[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F
327.0,CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1.F[B-](F)(F)F,178,178,CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1.F[B-](F)(F)F
330.0,CCCCCCCCCOCn1cc[n+](COCCCCCCCCC)c1.F[B-](F)(F)F,179,179,CCCCCCCCCOCn1cc[n+](COCCCCCCCCC)c1.F[B-](F)(F)F
342.0,CCCCCCCCCCOCn1cc[n+](COCCCCCCCCCC)c1.F[B-](F)(F)F,180,180,CCCCCCCCCCOCn1cc[n+](COCCCCCCCCCC)c1.F[B-](F)(F)F
344.0,CCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCC)c1.F[B-](F)(F)F,181,181,CCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCC)c1.F[B-](F)(F)F
352.0,CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.F[B-](F)(F)F,182,182,CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.F[B-](F)(F)F
334.0,Cn1cc[n+](CCO)c1.[Cl-],183,183,Cn1cc[n+](CCO)c1.[Cl-]
296.0,Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,184,184,Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F
230.0,COC(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,185,185,COC(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
350.0,COC(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,186,186,COC(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
316.0,CCC(C)[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,187,187,CCC(C)[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
313.0,CC(C)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,188,188,CC(C)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
342.0,C[n+]1ccn(CCO[Si](C)(C)C)c1.[I-],189,189,C[n+]1ccn(CCO[Si](C)(C)C)c1.[I-]
399.0,C[Si](C)(C)OCCn1cc[n+](CCF)c1.[Br-],190,190,C[Si](C)(C)OCCn1cc[n+](CCF)c1.[Br-]
406.0,C[Si](C)(C)OCCn1cc[n+](CCC(F)(F)F)c1.[I-],191,191,C[Si](C)(C)OCCn1cc[n+](CCC(F)(F)F)c1.[I-]
401.0,CCC(=O)C[n+]1ccn(CCC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,192,192,CCC(=O)C[n+]1ccn(CCC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.0,C[n+]1ccn(CC#N)c1.F[B-](F)(F)F,193,193,C[n+]1ccn(CC#N)c1.F[B-](F)(F)F
351.0,C[n+]1ccn(CC#N)c1.F[P-](F)(F)(F)(F)F,194,194,C[n+]1ccn(CC#N)c1.F[P-](F)(F)(F)(F)F
323.0,C[n+]1ccn(CCC#N)c1.[Cl-],195,195,C[n+]1ccn(CCC#N)c1.[Cl-]
293.0,C[n+]1ccn(CCC#N)c1.F[B-](F)(F)F,196,196,C[n+]1ccn(CCC#N)c1.F[B-](F)(F)F
308.0,C[n+]1ccn(CCC#N)c1.F[P-](F)(F)(F)(F)F,197,197,C[n+]1ccn(CCC#N)c1.F[P-](F)(F)(F)(F)F
353.0,C[n+]1ccn(CCCC#N)c1.[Cl-],198,198,C[n+]1ccn(CCCC#N)c1.[Cl-]
201.0,C[n+]1ccn(CCCC#N)c1.F[B-](F)(F)F,199,199,C[n+]1ccn(CCCC#N)c1.F[B-](F)(F)F
196.0,CC(CC#N)[B-](F)(F)F.C[n+]1ccn(CCCC#N)c1,200,200,CC(CC#N)[B-](F)(F)F.C[n+]1ccn(CCCC#N)c1
348.0,C[n+]1ccn(CCCC#N)c1.F[P-](F)(F)(F)(F)F,201,201,C[n+]1ccn(CCCC#N)c1.F[P-](F)(F)(F)(F)F
305.0,C[n+]1ccn(CCCCC#N)c1.[Cl-],202,202,C[n+]1ccn(CCCCC#N)c1.[Cl-]
201.0,C[n+]1ccn(CCCCC#N)c1.F[B-](F)(F)F,203,203,C[n+]1ccn(CCCCC#N)c1.F[B-](F)(F)F
213.0,C[n+]1ccn(CCCCC#N)c1.F[P-](F)(F)(F)(F)F,204,204,C[n+]1ccn(CCCCC#N)c1.F[P-](F)(F)(F)(F)F
192.0,CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,205,205,CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F
223.0,CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,206,206,CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F
209.0,CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,207,207,CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F
220.0,CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,208,208,CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F
190.0,CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,209,209,CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F
211.0,CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,210,210,CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F
197.0,CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,211,211,CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F
207.0,CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,212,212,CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F
193.0,CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,213,213,CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F
209.0,CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,214,214,CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F
208.0,CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,215,215,CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F
180.0,CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,216,216,CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F
217.0,C[n+]1ccn(CCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,217,217,C[n+]1ccn(CCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
216.0,C[n+]1ccn(CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,218,218,C[n+]1ccn(CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
223.0,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,219,219,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
327.0,C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1.F[P-](F)(F)(F)(F)F,220,220,C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1.F[P-](F)(F)(F)(F)F
324.0,C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1.F[P-](F)(F)(F)(F)F,221,221,C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1.F[P-](F)(F)(F)(F)F
398.0,C[n+]1ccn(CCCSC(=S)n2ccnc2)c1.F[P-](F)(F)(F)(F)F,222,222,C[n+]1ccn(CCCSC(=S)n2ccnc2)c1.F[P-](F)(F)(F)(F)F
319.0,Cn1cc[n+](CCCBr)c1.F[P-](F)(F)(F)(F)F,223,223,Cn1cc[n+](CCCBr)c1.F[P-](F)(F)(F)(F)F
410.0,CCCCn1cc[n+](CC(C)O)c1.[Cl-],224,224,CCCCn1cc[n+](CC(C)O)c1.[Cl-]
338.0,CCCCNC(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,225,225,CCCCNC(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
336.0,CCCCN(C)C(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,226,226,CCCCN(C)C(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
340.0,CCN(CC)C(=O)C[n+]1ccn(C)c1.[Br-],227,227,CCN(CC)C(=O)C[n+]1ccn(C)c1.[Br-]
317.0,CCN(CC)C(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,228,228,CCN(CC)C(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.0,CCN(CC)C(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,229,229,CCN(CC)C(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
193.0,C#CCn1cc[n+](C)c1.CC(CC#N)[B-](F)(F)F,230,230,C#CCn1cc[n+](C)c1.CC(CC#N)[B-](F)(F)F
192.0,C=CCn1cc[n+](C)c1.F[B-](F)(F)F,231,231,C=CCn1cc[n+](C)c1.F[B-](F)(F)F
184.0,C=CCn1cc[n+](C)c1.CC(CC#N)[B-](F)(F)F,232,232,C=CCn1cc[n+](C)c1.CC(CC#N)[B-](F)(F)F
214.0,CC(CC#N)[B-](F)(F)F.C[n+]1ccn(CCCC(=O)O)c1,233,233,CC(CC#N)[B-](F)(F)F.C[n+]1ccn(CCCC(=O)O)c1
340.0,C#CCn1cc[n+](CC#C)c1.F[B-](F)(F)F,234,234,C#CCn1cc[n+](CC#C)c1.F[B-](F)(F)F
218.0,C#CCn1cc[n+](CC#C)c1.CC(CC#N)[B-](F)(F)F,235,235,C#CCn1cc[n+](CC#C)c1.CC(CC#N)[B-](F)(F)F
186.0,C=CCn1cc[n+](CC=C)c1.CC(CC#N)[B-](F)(F)F,236,236,C=CCn1cc[n+](CC=C)c1.CC(CC#N)[B-](F)(F)F
203.0,CC(CC#N)[B-](F)(F)F.N#CCCCn1cc[n+](CCCC#N)c1,237,237,CC(CC#N)[B-](F)(F)F.N#CCCCn1cc[n+](CCCC#N)c1
311.0,CC(CC#N)[B-](F)(F)F.O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,238,238,CC(CC#N)[B-](F)(F)F.O=C(O)CCCn1cc[n+](CCCC(=O)O)c1
331.0,CC(C[n+]1ccn(C)c1)OCc1ccccc1.[Br-],239,239,CC(C[n+]1ccn(C)c1)OCc1ccccc1.[Br-]
315.0,CC(C[n+]1ccn(C)c1)OCc1ccccc1.F[B-](F)(F)F,240,240,CC(C[n+]1ccn(C)c1)OCc1ccccc1.F[B-](F)(F)F
366.0,CC(C[n+]1ccn(C)c1)OCc1ccccc1.F[P-](F)(F)(F)(F)F,241,241,CC(C[n+]1ccn(C)c1)OCc1ccccc1.F[P-](F)(F)(F)(F)F
344.0,Cn1cc[n+](CC(Br)CBr)c1.F[P-](F)(F)(F)(F)F,242,242,Cn1cc[n+](CC(Br)CBr)c1.F[P-](F)(F)(F)(F)F
338.0,C#CCCCn1cc[n+](CCCC#C)c1.[Cl-],243,243,C#CCCCn1cc[n+](CCCC#C)c1.[Cl-]
250.0,C#CCCCn1cc[n+](CCCC#C)c1.F[B-](F)(F)F,244,244,C#CCCCn1cc[n+](CCCC#C)c1.F[B-](F)(F)F
346.0,O=S(=O)([O-])C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,245,245,O=S(=O)([O-])C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1
387.0,Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,246,246,Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1
467.0,CC1=NC(C)=C(C)[NH2+]1.[Cl-],247,247,CC1=NC(C)=C(C)[NH2+]1.[Cl-]
462.0,Cc1n(C)cc[n+]1C.[Cl-],248,248,Cc1n(C)cc[n+]1C.[Cl-]
461.0,CCn1cc[n+](C)c1C.[Cl-],249,249,CCn1cc[n+](C)c1C.[Cl-]
414.0,CCn1cc[n+](C)c1C.[Br-],250,250,CCn1cc[n+](C)c1C.[Br-]
298.0,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,251,251,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
382.0,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,252,252,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F
332.0,CCn1cc[n+](C)c1C.O=C([O-])C(F)(F)F,253,253,CCn1cc[n+](C)c1C.O=C([O-])C(F)(F)F
234.0,CC[n+]1cn(C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,254,254,CC[n+]1cn(C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
279.0,CC[n+]1cn(C)cc1C.O=S(=O)([O-])C(F)(F)F,255,255,CC[n+]1cn(C)cc1C.O=S(=O)([O-])C(F)(F)F
289.0,CCn1cc(C)[n+](CC)c1.O=C([O-])c1ccccc1,256,256,CCn1cc(C)[n+](CC)c1.O=C([O-])c1ccccc1
251.0,CCn1cc(C)[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,257,257,CCn1cc(C)[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.0,CCn1cc(C)[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,258,258,CCn1cc(C)[n+](CC)c1.O=S(=O)([O-])C(F)(F)F
411.0,CCCn1cc[n+](CC)c1CC.[Cl-],259,259,CCCn1cc[n+](CC)c1CC.[Cl-]
288.0,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,260,260,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
307.0,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,261,261,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
351.0,CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,262,262,CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F
301.0,CCc1n(C)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,263,263,CCc1n(C)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
386.0,CCc1n(C)cc[n+]1CC.O=S(=O)([O-])C(F)(F)F,264,264,CCc1n(C)cc[n+]1CC.O=S(=O)([O-])C(F)(F)F
310.0,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,265,265,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F
343.0,CCCC[n+]1ccn(C)c1C.O=C1[N-]S(=O)(=O)c2ccccc21,266,266,CCCC[n+]1ccn(C)c1C.O=C1[N-]S(=O)(=O)c2ccccc21
333.0,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,267,267,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
286.0,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,268,268,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F
259.0,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,269,269,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
309.0,CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C,270,270,CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C
313.0,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,271,271,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F
235.0,CCCCCCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)F,272,272,CCCCCCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)F
378.0,Cc1[nH+]ccn1CCCC#N.[Cl-],273,273,Cc1[nH+]ccn1CCCC#N.[Cl-]
313.0,Cc1[nH+]ccn1CCCC#N.F[B-](F)(F)F,274,274,Cc1[nH+]ccn1CCCC#N.F[B-](F)(F)F
358.0,Cc1[nH+]ccn1CCCC#N.F[P-](F)(F)(F)(F)F,275,275,Cc1[nH+]ccn1CCCC#N.F[P-](F)(F)(F)(F)F
445.0,Cn1cc([N+](=O)[O-])[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],276,276,Cn1cc([N+](=O)[O-])[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-]
436.0,Cn1cc([N+](=O)[O-])[n+](C)c1.O=[N+]([O-])[O-],277,277,Cn1cc([N+](=O)[O-])[n+](C)c1.O=[N+]([O-])[O-]
